transportadora,cnpj,codigo,rota,cidade,razao_social,nome_mapa,latitude,longitude,codigo_ibge,tipo_match,fonte_coordenada
BRASPRESS IPN,31.473.040/0001-84,417,2,MARATAIZES,DROGARIA SAÚDE F.V. LTDA,Marataízes,-21.0398,-40.8384,3203320,município,Base Municipios-Brasileiros
BRASPRESS IPN,04.524.797/0001-87,574,2,MARECHAL FLORIANO,M. C. B. MOREIRA - MANIPHARMA EPP,Marechal Floriano,-20.4159,-40.67,3203346,município,Base Municipios-Brasileiros
BRASPRESS IPN,37.607.217/0001-74,509,2,MARILANDIA,DROGARIA SANTA CRUZ LTDA,Marilândia,-19.4114,-40.5456,3203353,município,Base Municipios-Brasileiros
BRASPRESS IPN,11.619.278/0001-68,621,2,MARILANDIA,FARMACIA SAPUCAIA LTDA,Marilândia,-19.4114,-40.5456,3203353,município,Base Municipios-Brasileiros
BRASPRESS IPN,63.167.223/0001-68,1834,2,MARILIA,GUIMA FARMA LTDA,Marília,-22.2171,-49.9501,3529005,município,Base Municipios-Brasileiros
BRASPRESS IPN,26.142.854/0001-04,83,2,MARIO CAMPOS,DROGARIA AURORA MARIO CAMPOS LTDA ME,Mário Campos,-20.0582,-44.1883,3140159,mapa anterior,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
BRASPRESS IPN,13.930.537/0001-00,85,2,MARIO CAMPOS,DROGARIA BOM JARDIM LTDA ME,Mário Campos,-20.0582,-44.1883,3140159,mapa anterior,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
BRASPRESS IPN,41.934.977/0002-44,220,2,MATERLANDIA,DROGARIA E PERFUMARIA SONOSSA LTDA,Materlândia,-18.4699,-43.0579,3140605,município,Base Municipios-Brasileiros
BRASPRESS IPN,13.384.523/0001-20,465,2,MEDINA,DATHUS C. ISSA - ME,Medina,-16.2245,-41.4728,3141405,município,Base Municipios-Brasileiros
BRASPRESS IPN,24.792.945/0001-51,453,2,MENDES PIMENTEL,DROGARIA E PERFUMARIA UNIVERSAL LTDA. - ME,Mendes Pimentel,-18.6631,-41.4052,3141504,município,Base Municipios-Brasileiros
BRASPRESS IPN,28.977.760/0001-72,227,2,MESQUITA,DROGARIA E PERFUMARIA F COLARES EIRELLE ME,Mesquita,-22.8028,-43.4601,3302858,município,Base Municipios-Brasileiros
BRASPRESS IPN,53.308.936/0001-40,1455,2,MIMOSO DO SUL,DROGARIA SAO BENTO DE MIMOSO LTDA,Mimoso do Sul,-21.0628,-41.3615,3203403,município,Base Municipios-Brasileiros
BRASPRESS IPN,31.706.906/0001-50,825,2,MIMOSO DO SUL,DROGARIA FAMILIAR CONCEICAO DO MUQUI LTDA,Mimoso do Sul,-21.0628,-41.3615,3203403,município,Base Municipios-Brasileiros
BRASPRESS IPN,03.394.874/0001-69,181,2,MINAS NOVAS,MARIO LOURENÇO FERNANDES -EPP,Minas Novas,-17.2156,-42.5884,3141801,município,Base Municipios-Brasileiros
BRASPRESS IPN,01.982.280/0001-43,380,2,MIRACEMA,GABIMAR MEDICAMENTOS E PERFUMARIA,Miracema,-21.4148,-42.1938,3303005,município,Base Municipios-Brasileiros
BRASPRESS IPN,31.626.823/0001-50,381,2,MIRACEMA,DROGARIA MIRACEMA MEDICAMENTOS E PERFUMARIA,Miracema,-21.4148,-42.1938,3303005,município,Base Municipios-Brasileiros
BRASPRESS IPN,29.863.404/0001-90,500,2,MIRACEMA,FARMACIA SANTO ANTONIO LTDA ME,Miracema,-21.4148,-42.1938,3303005,município,Base Municipios-Brasileiros
BRASPRESS IPN,03.910.555/0001-69,1687,2,MIRACEMA DO TOCANTINS,C M J Comercio de Produtos Ltda,Miracema do Tocantins,-9.56556,-48.393,1713205,município,Base Municipios-Brasileiros
BRASPRESS IPN,22.202.179/0005-26,1976,2,MOGI DAS CRUZES,WPF DROGARIA LTDA,Mogi das Cruzes,-23.5208,-46.1854,3530607,município,Base Municipios-Brasileiros
BRASPRESS IPN,27.466.408/0001-00,522,2,MONTANHA,DROGARIA MONTANHA LTDA,Montanha,-18.1303,-40.3668,3203502,município,Base Municipios-Brasileiros
BRASPRESS IPN,35.903.661/0001-01,1620,2,MONTEIRO,IEDA CHAGAS ALMEIDA DA SILVA LTDA,Monteiro,-7.88363,-37.1184,2509701,município,Base Municipios-Brasileiros
BRASPRESS IPN,61.515.070/0001-77,1765,2,MONTES CLAROS DE GOIAS,DROGARIA + POPULAR LTDA,Montes Claros de Goiás,-16.0059,-51.3979,5213707,município,Base Municipios-Brasileiros
BRASPRESS IPN,97.543.736/0001-48,141,2,MORRO DO PILAR,DROGARIA & DRUGSTORE MARTINS LTDA,Morro do Pilar,-19.2236,-43.3795,3143708,município,Base Municipios-Brasileiros
BRASPRESS IPN,20.615.480/0001-02,1503,2,MORTUGABA,DROGARIA GOMES OLIVEIRA LTDA,Mortugaba,-15.0225,-42.3727,2921807,município,Base Municipios-Brasileiros
BRASPRESS IPN,27.443.870/0001-91,529,2,MORTUGABA,FARMACIA DO POVAO LTDA - ME,Mortugaba,-15.0225,-42.3727,2921807,município,Base Municipios-Brasileiros
BRASPRESS IPN,27.730.254/0001-11,606,2,MUNIZ FREIRE,FARMACIA PREÇO POPULAR MUNIZ FREIRE EIRELI,Muniz Freire,-20.4652,-41.4156,3203700,município,Base Municipios-Brasileiros
BRASPRESS IPN,19.359.292/0001-81,708,2,MUNIZ FREIRE,QUARTA DROGARIA PAGUE FACIL LTDA,Muniz Freire,-20.4652,-41.4156,3203700,município,Base Municipios-Brasileiros
BRASPRESS IPN,08.386.755/0001-88,229,2,MUQUI,MARCELO DE C. MAURI MEDICAMENTOS EIRELI - EPP,Muqui,-20.9509,-41.346,3203809,município,Base Municipios-Brasileiros
BRASPRESS IPN,31.881.350/0001-38,286,2,NANUQUE,DROGARIA MEDFACIL LTDA,Nanuque,-17.8481,-40.3533,3144300,município,Base Municipios-Brasileiros
BRASPRESS IPN,01.721.209/0001-07,,2,NITEROI,CLAUDIO MOREIRA ZNIDARCIC,Niterói,-22.8832,-43.1034,3303302,município,Base Municipios-Brasileiros
BRASPRESS IPN,13.431.467/0001-38,,2,NITEROI,CLAUDIO MOREIRA ZNIDARCIC,Niterói,-22.8832,-43.1034,3303302,município,Base Municipios-Brasileiros
BRASPRESS IPN,74.230.849/0001-98,,2,NITEROI,CLAUDIO MOREIRA ZNIDARCIC,Niterói,-22.8832,-43.1034,3303302,município,Base Municipios-Brasileiros
BRASPRESS IPN,39.556.460/0001-36,341,2,NITEROI,DROGARIA POLLO DO FONSECA LTDA.,Niterói,-22.8832,-43.1034,3303302,município,Base Municipios-Brasileiros
BRASPRESS IPN,08.112.660/0001-76,249,2,NOVA ERA,LUIS FERNANDO DE CASTRO GERVASIO,Nova Era,-19.7577,-43.0333,3144706,município,Base Municipios-Brasileiros
BRASPRESS IPN,20.284.073/0001-60,51,2,NOVA LONDRINA,FARMACIA FARMADIAS LTDA,Nova Londrina,-22.7639,-52.9868,4117107,município,Base Municipios-Brasileiros
BRASPRESS IPN,10.373.996/0001-34,112,2,NOVA SANTA HELENA,ECS DROGARIA EIRELI ME,Nova Santa Helena,-10.8651,-55.1872,5106190,município,Base Municipios-Brasileiros
BRASPRESS IPN,07.696.593/0001-11,568,2,NOVO CRUZEIRO,FARMACIA KRETLE E MATOS LTDA,Novo Cruzeiro,-17.4654,-41.8826,3145307,município,Base Municipios-Brasileiros
BRASPRESS IPN,11.790.016/0001-61,372,2,NOVO HORIZONTE,ALMEIDA E BRITO COM.DE PROD.FARMACEUTICOS LTDA,Novo Horizonte,-21.4651,-49.2234,3533502,município,Base Municipios-Brasileiros
BRASPRESS IPN,12.391.259/0001-90,353,2,NOVO ORIENTE DE MINAS,DIDIDHATHA COMERCIO DE PRODUTOS FARMACEUTICOS LTDA,Novo Oriente de Minas,-17.4089,-41.2194,3145356,município,Base Municipios-Brasileiros
BRASPRESS IPN,41.582.845/0001-10,533,2,OEIRAS,LUZINETE MARIA DA COSTA VELOSO LTDA,Oeiras,-7.01915,-42.1283,2207009,município,Base Municipios-Brasileiros
BRASPRESS IPN,21.097.427/0001-20,586,2,OLHOS DAGUA,DROGARIA E PERFUMARIA OLHOS DAGUA LTDA ME,Olhos d'Água,-17.3982,-43.5719,3145455,grafia alternativa,Base Municipios-Brasileiros
BRASPRESS IPN,18.247.139/0001-08,123,2,OLIMPIA,DROGAFARMA OLIMPIA LTDA,Olímpia,-20.7366,-48.9106,3533908,município,Base Municipios-Brasileiros
BRASPRESS IPN,53.439.294/0001-19,1894,2,OLIVEIRA DOS BREJINHOS,ROBINSON NOVAES DA SILVA,Oliveira dos Brejinhos,-12.3132,-42.8969,2923209,município,Base Municipios-Brasileiros
BRASPRESS IPN,40.242.197/0001-90,1981,2,OSASCO,ALR DROGARIA E PERFUMARIA LTDA,Osasco,-23.5324,-46.7916,3534401,município,Base Municipios-Brasileiros
BRASPRESS IPN,37.612.672/0001-68,1983,2,OSASCO,DROGARIA POPULAR VILA DOS REMEDIOS,Osasco,-23.5324,-46.7916,3534401,município,Base Municipios-Brasileiros
BRASPRESS IPN,13.472.616/0001-07,69,2,OSASCO,DROGAMED MUNHOZ LTDA,Osasco,-23.5324,-46.7916,3534401,município,Base Municipios-Brasileiros
BRASPRESS IPN,07.291.062/0001-49,70,2,OSASCO,DROGAMED SAKATAUSKAS LTDA,Osasco,-23.5324,-46.7916,3534401,município,Base Municipios-Brasileiros
BRASPRESS IPN,17.303.857/0001-83,1657,2,OURO VERDE DE MINAS,DROGARIA E PERFUMARIA ENFARMA LTDA,Ouro Verde de Minas,-18.0719,-41.2734,3146206,município,Base Municipios-Brasileiros
BRASPRESS IPN,12.939.421/0001-61,634,2,PADRE PARAISO,REGINALDO ANTONIO DA SILVA,Padre Paraíso,-17.0758,-41.4821,3146305,município,Base Municipios-Brasileiros
BRASPRESS IPN,07.258.077/0002-96,473,2,PALMOPOLIS,DROGARIA SENHOR DOS PASSOS LTDA ME FILIAL PALMÓPOLIS,Palmópolis,-16.7364,-40.4296,3146750,município,Base Municipios-Brasileiros
BRASPRESS IPN,13.100.248/0002-57,134,2,PARATINGA,DROGAMIL COMÉRCIO DE PRODUTOS FARMACÊUTICOS,Paratinga,-12.687,-43.1798,2923704,município,Base Municipios-Brasileiros
BRASPRESS IPN,18.156.713/0001-04,1907,2,PARATY,MJEF DROGARIA LTDA,Paraty,-23.2221,-44.7175,3303807,município,Base Municipios-Brasileiros
BRASPRESS IPN,34.643.298/0001-70,1914,2,PARATY,ARVELOS CAMPOS DROGARIA LTDA,Paraty,-23.2221,-44.7175,3303807,município,Base Municipios-Brasileiros
BRASPRESS IPN,61.638.150/0001-10,1943,2,PARATY,JARDIM CAMPOS DROGARIA LTDA,Paraty,-23.2221,-44.7175,3303807,município,Base Municipios-Brasileiros
BRASPRESS IPN,70.315.106/0009-17,1426,2,PARNAMIRIM,EMPREENDIMENTO FARMACEUTICO SANTA FE LTDA,Parnamirim,-5.91116,-35.271,2403251,município,Base Municipios-Brasileiros
BRASPRESS IPN,41.934.977/0001-63,219,2,PAULISTAS,DROGARIA E PERFUMARIA SONOSSA LTDA - MATRIZ,Paulistas,-18.4276,-42.8628,3148400,município,Base Municipios-Brasileiros
BRASPRESS IPN,27.161.936/0001-50,476,2,PAVAO,GABRIELLE BATISTA VIEIRA,Pavão,-17.4267,-41.0035,3148509,município,Base Municipios-Brasileiros
BRASPRESS IPN,17.903.160/0001-43,81,2,PECANHA,DROGARIA NUNES E NUNES LTDA,Peçanha,-18.5441,-42.5583,3148608,município,Base Municipios-Brasileiros
BRASPRESS IPN,04.987.092/0001-04,537,2,PEROLA,U S CARBONERA E CIA LTDA,Pérola,-23.8039,-53.6834,4118907,município,Base Municipios-Brasileiros
BRASPRESS IPN,10.807.681/0001-58,781,2,PESCADOR,NATHALIA B P COSTA DROGARIA ME,Pescador,-18.357,-41.6006,3150000,município,Base Municipios-Brasileiros
BRASPRESS IPN,26.254.703/0001-30,1906,2,PETROPOLIS,PETRO-ISA DROGARIA LTDA,Petrópolis,-22.52,-43.1926,3303906,município,Base Municipios-Brasileiros
BRASPRESS IPN,28.203.801/0001-73,510,2,PIEDADE DE CARATINGA,J&E DROG LTDA ME,Piedade de Caratinga,-19.7593,-42.0756,3150158,município,Base Municipios-Brasileiros
BRASPRESS IPN,38.078.792/0001-90,447,2,PINDAI,LUCAS THARCIO RODRIGUES SANTOS,Pindaí,-14.4921,-42.686,2924504,município,Base Municipios-Brasileiros
BRASPRESS IPN,07.717.968/0001-82,1599,2,PINDORAMA,ANTONIO DONIZETI ALIBERTI LTDA,Pindorama,-21.1853,-48.9086,3538105,município,Base Municipios-Brasileiros
BRASPRESS IPN,55.974.991/0001-03,1600,2,PINHAO,VILA NOVA DROGARIA LTDA,Pinhão,-25.6944,-51.6536,4119301,município,Base Municipios-Brasileiros
BRASPRESS IPN,54.842.692/0001-44,1496,2,PIRACICABA,DROGARIA BOA SAUDE PIRACICABA LTDA,Piracicaba,-22.7338,-47.6476,3538709,município,Base Municipios-Brasileiros
BRASPRESS IPN,19.150.140/0001-74,1432,2,PIRIPA,LUCIMAR RODRIGUES FAGUNDES MARTINS,Piripá,-14.9444,-41.7168,2924702,município,Base Municipios-Brasileiros
BRASPRESS IPN,19.950.015/0001-49,1284,2,PIRITIBA,FARMACIA SAMPAIO LTDA,Piritiba,-11.73,-40.5587,2924801,município,Base Municipios-Brasileiros
BRASPRESS IPN,07.253.843/0001-49,611,2,PLANALTO,RUIFARMA LTDA,Planalto,-21.0342,-49.933,3539608,município,Base Municipios-Brasileiros
BRASPRESS IPN,02.747.505/0001-40,511,2,POCO VERDE,DROGARIA JJ LTDA - ME,Poço Verde,-10.7151,-38.1813,2805505,município,Base Municipios-Brasileiros
BRASPRESS IPN,11.959.031/0001-90,754,2,POCOES,RENILDES PEREIRA DE SOUZA E CIA LTDA,Poções,-14.5234,-40.3634,2925105,município,Base Municipios-Brasileiros
BRASPRESS IPN,35.763.973/0001-67,731,2,POJUCA,B.M. DE SA,Pojuca,-12.4303,-38.3374,2925204,município,Base Municipios-Brasileiros
BRASPRESS IPN,05.095.029/0001-18,623,2,PORTO SEGURO,MARCO POLO MACHADO FROSSARD DE PORTO SEGURO,Porto Seguro,-16.4435,-39.0643,2925303,município,Base Municipios-Brasileiros
BRASPRESS IPN,38.820.716/0001-08,1610,2,PORTO VELHO,FERNANDES COMÉRCIO DE MEDICAMENTOS LTDA,Porto Velho,-8.76077,-63.8999,1100205,município,Base Municipios-Brasileiros
BRASPRESS IPN,42.377.379/0003-65,666,2,PRAIA GRANDE,FARMA 22 FARMACIA DIGITAL LTDA,Praia Grande,-24.0084,-46.4121,3541000,município,Base Municipios-Brasileiros
BRASPRESS IPN,12.445.924/0001-80,1476,2,PRESIDENTE JANIO QUADROS,DROGARIA MENDES E OLIVEIRA LTDA,Presidente Jânio Quadros,-14.6885,-41.6798,2925709,município,Base Municipios-Brasileiros
BRASPRESS IPN,59.995.678/0001-02,1877,2,PRESIDENTE KENNEDY,A CAMARA PRODUTOS FARMACEUTICOS LTDA,Presidente Kennedy,-21.0964,-41.0468,3204302,município,Base Municipios-Brasileiros
BRASPRESS IPN,08.948.560/0002-65,661,2,PRESIDENTE KENNEDY,H S PRODUTOS FARMACEUTICOS LTDA,Presidente Kennedy,-21.0964,-41.0468,3204302,município,Base Municipios-Brasileiros
BRASPRESS IPN,05.046.702/0001-20,80,2,PRESIDENTE KUBITSHEK,AMFAR DROGARIA E DRUGSTORE LTDA,Presidente Kubitschek,-18.6193,-43.5628,3153301,grafia alternativa,Base Municipios-Brasileiros
BRASPRESS IPN,01.987.999/0001-77,1919,2,PRIMAVERA DO LESTE,DROGARIA DROGA FACIL LTDA,Primavera do Leste,-15.544,-54.2811,5107040,município,Base Municipios-Brasileiros
BRASPRESS IPN,16.758.086/0001-56,1380,2,QUIRINOPOLIS,DROGARIA ALPHAVILLE LTDA,Quirinópolis,-18.4472,-50.4547,5218508,município,Base Municipios-Brasileiros
BRASPRESS IPN,11.578.397/0001-10,1438,2,QUIRINOPOLIS,RODRIGUES GOULART COMERCIO DE MEDICAMENTOS LTDA,Quirinópolis,-18.4472,-50.4547,5218508,município,Base Municipios-Brasileiros
BRASPRESS IPN,02.949.285/0001-37,1565,2,QUIRINOPOLIS,SAO JOSE COMERCIO E MEDICAMENTO LTDA,Quirinópolis,-18.4472,-50.4547,5218508,município,Base Municipios-Brasileiros
BRASPRESS IPN,07.132.094/0001-00,153,2,REDENCAO,DROGARIA ARAGUAIA LTDA - ME,Redenção,-8.02529,-50.0317,1506138,município,Base Municipios-Brasileiros
BRASPRESS IPN,25.164.007/0001-70,1798,2,RIBEIRAO DAS NEVES,DROGA JAP LTDA,Ribeirão das Neves,-19.7621,-44.0844,3154606,mapa anterior,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
BRASPRESS IPN,65.378.614/0001-57,251,2,RIBEIRAO DAS NEVES,APARECIDA E PROFETA COMERCIO DE DROGAS LTDA,Ribeirão das Neves,-19.7621,-44.0844,3154606,mapa anterior,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
BRASPRESS IPN,27.756.318/0001-53,1452,2,RIBEIRAO PRETO,VALDENUCI JULIANO DROGARIA LTDA ME,Ribeirão Preto,-21.1699,-47.8099,3543402,município,Base Municipios-Brasileiros
BRASPRESS IPN,45.376.683/0001-14,1463,2,RIBEIRAO PRETO,GALANTI FARMA DROGARIA LTDA,Ribeirão Preto,-21.1699,-47.8099,3543402,município,Base Municipios-Brasileiros
BRASPRESS IPN,39.410.190/0004-01,1901,2,RIO BONITO,DROGARIA CENTRAL DE ITABORAI LTDA,Rio Bonito,-22.7181,-42.6276,3304300,município,Base Municipios-Brasileiros
BRASPRESS IPN,47.570.329/0001-51,1921,2,RIO CLARO,DROGARIA MAX BANDEIRANTES VARGEM PEQUENA,Rio Claro,-22.3984,-47.5546,3543907,município,Base Municipios-Brasileiros
BRASPRESS IPN,29.881.218/0001-84,233,2,RIO CLARO,LG DO ROSARIO,Rio Claro,-22.3984,-47.5546,3543907,município,Base Municipios-Brasileiros
BRASPRESS IPN,42.820.433/0001-33,234,2,RIO CLARO,HRD NOGUEIRA LTDA,Rio Claro,-22.3984,-47.5546,3543907,município,Base Municipios-Brasileiros
BRASPRESS IPN,48.077.175/0001-23,,2,RIO DE JANEIRO,ALEFARMA DROGARIAS E PERFUMARIA DE SANTA CRUZ LTDA,Rio de Janeiro,-22.9129,-43.2003,3304557,município,Base Municipios-Brasileiros
BRASPRESS IPN,07.409.547/0001-94,151,2,RIO DE JANEIRO,FARMÁCIA VIP LTDA,Rio de Janeiro,-22.9129,-43.2003,3304557,município,Base Municipios-Brasileiros
BRASPRESS IPN,02.549.313/0001-29,1545,2,RIO DE JANEIRO,DROGARIA PRECISAO DO CENTRO LTDA,Rio de Janeiro,-22.9129,-43.2003,3304557,município,Base Municipios-Brasileiros
BRASPRESS IPN,37.914.228/0001-05,1916,2,RIO DE JANEIRO,DROGARIA BARRA PLAZA LTDA,Rio de Janeiro,-22.9129,-43.2003,3304557,município,Base Municipios-Brasileiros
BRASPRESS IPN,10.732.646/0001-17,471,2,RIO DE JANEIRO,FARMACIA CENTRAL DO BOM RETIRO LTDA,Rio de Janeiro,-22.9129,-43.2003,3304557,município,Base Municipios-Brasileiros
BRASPRESS IPN,17.162.776/0001-00,766,2,RIO DE JANEIRO,DROGARIA JAUFARMA LTDA,Rio de Janeiro,-22.9129,-43.2003,3304557,município,Base Municipios-Brasileiros
BRASPRESS IPN,23.249.584/0001-39,315,2,RIO VERMELHO,DROGARIA NOSSA SENHORA DE LOURDES RIO VERMELHO LTDA ME,Rio Vermelho,-18.2922,-43.0018,3156007,município,Base Municipios-Brasileiros
BRASPRESS IPN,86.400.413/0001-89,366,2,RUBIM,DROGARIA RUBIM LTDA,Rubim,-16.3775,-40.5397,3156601,município,Base Municipios-Brasileiros
BRASPRESS IPN,04.668.560/0001-70,241,2,SABINOPOLIS,DROGARIA FERNANDES GUERRA LTDA,Sabinópolis,-18.6653,-43.0752,3156809,município,Base Municipios-Brasileiros
BRASPRESS IPN,62.690.153/0001-65,1880,2,SALTO,FARMA MORILLIA LTDA,Salto,-23.1996,-47.2931,3545209,município,Base Municipios-Brasileiros
BRASPRESS IPN,14.009.096/0001-63,,2,SALVADOR,DARCY SILVA DE SOUZA (CNPJ FICTICIO),Salvador,-12.9718,-38.5011,2927408,município,Base Municipios-Brasileiros
BRASPRESS IPN,67.111.002/0001-29,,2,SALVADOR,FARMA SOUZA PRODUTOS FARMACEUTICOS LTDA,Salvador,-12.9718,-38.5011,2927408,município,Base Municipios-Brasileiros
BRASPRESS IPN,46.037.089/0001-61,1362,2,SALVADOR,FARMACIA E DROGARIA ALCANTARA LTDA,Salvador,-12.9718,-38.5011,2927408,município,Base Municipios-Brasileiros
BRASPRESS IPN,43.066.555/0001-49,293,2,SALVADOR,DROGARIA MENEZES COMERCIO DE MEDICAMENTO LTDA,Salvador,-12.9718,-38.5011,2927408,município,Base Municipios-Brasileiros
BRASPRESS IPN,41.639.864/0001-35,495,2,SALVADOR,FARMA LIFE VIEIRA LTDA,Salvador,-12.9718,-38.5011,2927408,município,Base Municipios-Brasileiros
BRASPRESS IPN,38.421.445/0001-18,684,2,SALVADOR,MARYSAN FARMA COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS EIRELI,Salvador,-12.9718,-38.5011,2927408,município,Base Municipios-Brasileiros
BRASPRESS IPN,51.245.902/0001-29,1446,2,SANCLERLANDIA,Costa Perfumaria e Cosmético LTDA,Sanclerlândia,-16.197,-50.3124,5219001,município,Base Municipios-Brasileiros
BRASPRESS IPN,50.891.960/0001-67,1819,2,SANCLERLANDIA,COSTA DROGARIA LTDA,Sanclerlândia,-16.197,-50.3124,5219001,município,Base Municipios-Brasileiros
BRASPRESS IPN,18.821.426/0001-71,52,2,SANT'ANA DO LIVRAMENTO,DROGARIA ANGYFARMA LTDA,Sant'Ana do Livramento,-30.8773,-55.5392,4317103,município,Base Municipios-Brasileiros
BRASPRESS IPN,26.810.984/0001-60,1343,2,SANTA ADELIA,ELIANA SOLER DE GODOY STEFANO,Santa Adélia,-21.2427,-48.8063,3545605,município,Base Municipios-Brasileiros
BRASPRESS IPN,36.447.388/0001-10,1522,2,SANTA BARBARA DO LESTE,DISTRIBUIDORA DE MEDICAMENTOS SANTA BARBARA LTDA,Santa Bárbara do Leste,-19.9753,-42.1457,3157252,município,Base Municipios-Brasileiros
BRASPRESS IPN,22.236.562/0001-71,612,2,SANTA BARBARA DO LESTE,DROGARIA SANTA BÁRBARA EIRELLI ME,Santa Bárbara do Leste,-19.9753,-42.1457,3157252,município,Base Municipios-Brasileiros
BRASPRESS IPN,11.253.522/0001-11,1692,2,SANTA LUZIA,MAXIMA POPULAR,Santa Luzia,-19.7548,-43.8497,3157807,mapa anterior,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
BRASPRESS IPN,24.587.366/0001-77,629,2,SANTA MARIA DE JETIBA,DROGARIA UHLIG E VEIGA LTDA,Santa Maria de Jetibá,-20.0253,-40.7439,3204559,município,Base Municipios-Brasileiros
BRASPRESS IPN,16.913.709/0001-18,218,2,SANTA MARIA DO SUACUI,DROGARIA E PERFUMARIA SANTA TEREZINHA LTDA ME,Santa Maria do Suaçuí,-18.1896,-42.4139,3158201,município,Base Municipios-Brasileiros
BRASPRESS IPN,00.667.035/0001-89,616,2,SANTA RITA DE MINAS,FARMÁCIA SANTA RITA DE MINAS LTDA,Santa Rita de Minas,-19.876,-42.1363,3159357,município,Base Municipios-Brasileiros
BRASPRESS IPN,11.174.696/0001-99,512,2,SANTA TERESA,DROGARIA BORTOLINI LTDA - EPP,Santa Teresa,-19.9363,-40.5979,3204609,município,Base Municipios-Brasileiros
BRASPRESS IPN,25.194.127/0001-10,9,2,SANTANA DE PIRAPAMA,ABERIONE MENDES PEREIRA E CIA LTDA,Santana de Pirapama,-18.9962,-44.0409,3158508,mapa anterior,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
BRASPRESS IPN,10.605.923/0003-92,1666,2,SANTANA DO RIACHO,DROGARIA RIBEIRO BURGARELLI LTDA,Santana do Riacho,-19.1662,-43.722,3159001,município,Base Municipios-Brasileiros
BRASPRESS IPN,10.605.923/0001-20,383,2,SANTANA DO RIACHO,DROGARIA RIBEIRO BURGARELLI LTDA ME,Santana do Riacho,-19.1662,-43.722,3159001,município,Base Municipios-Brasileiros
BRASPRESS IPN,08.585.270/0001-13,183,2,SANTO ANTONIO DE PADUA,DROGARIA CIDADE NOVA DE PADUA LTDA.,Santo Antônio de Pádua,-21.541,-42.1832,3304706,município,Base Municipios-Brasileiros
BRASPRESS IPN,07.258.077/0001-05,419,2,SANTO ANTONIO DO JACINTO,DROGARIA SENHOR DOS PASSOS LTDA ME,Santo Antônio do Jacinto,-16.5332,-40.1817,3160306,município,Base Municipios-Brasileiros
BRASPRESS IPN,13.153.971/0001-13,1784,2,SAO BENEDITO DO SUL,LIDIA MARIA BEZERRA DE PAULA E CIA LTDA,São Benedito do Sul,-8.8166,-35.9453,2612901,município,Base Municipios-Brasileiros
BRASPRESS IPN,42.608.210/0001-07,1939,2,SAO BERNARDO DO CAMPO,DROGARIA LECER 12,São Bernardo do Campo,-23.6914,-46.5646,3548708,município,Base Municipios-Brasileiros
BRASPRESS IPN,08.795.052/0001-03,401,2,SAO DOMINGOS DAS DORES,DROGARIA SOUZA E FERRAZ LTDA,São Domingos das Dores,-19.5246,-42.0106,3160959,município,Base Municipios-Brasileiros
BRASPRESS IPN,25.969.353/0001-25,1825,2,SAO DOMINGOS DO PRATA,EYDE JAMERSON MENDES,São Domingos do Prata,-19.8678,-42.971,3161007,município,Base Municipios-Brasileiros
BRASPRESS IPN,21.073.284/0001-16,26,2,SAO FELIX DE MINAS,DROGARIA BELLA D&A LTDA ME,São Félix de Minas,-18.5959,-41.4889,3161056,município,Base Municipios-Brasileiros
BRASPRESS IPN,08.948.560/0001-84,138,2,SAO FRANCISCO DE ITABAPOANA,H.S.PRODUTOS FARMACEUTICOS LTDA,São Francisco de Itabapoana,-21.4702,-41.1091,3304755,município,Base Municipios-Brasileiros
BRASPRESS IPN,62.786.380/0001-99,1866,2,SAO FRANCISCO DE ITABAPOANA,DROGARIA SAUDE CAMPOS LTDA,São Francisco de Itabapoana,-21.4702,-41.1091,3304755,município,Base Municipios-Brasileiros
BRASPRESS IPN,15.363.288/0001-36,622,2,SAO FRANCISCO DE ITABAPOANA,FARMACIA MARTINS SAUDE,São Francisco de Itabapoana,-21.4702,-41.1091,3304755,município,Base Municipios-Brasileiros
BRASPRESS IPN,33.832.224/0001-19,672,2,SAO FRANCISCO DE ITABAPOANA,INOVA FARMA LTDA,São Francisco de Itabapoana,-21.4702,-41.1091,3304755,município,Base Municipios-Brasileiros
BRASPRESS IPN,46.920.473/0001-08,717,2,SAO FRANCISCO DE ITABAPOANA,PS FARMA LTDA 1494,São Francisco de Itabapoana,-21.4702,-41.1091,3304755,município,Base Municipios-Brasileiros
BRASPRESS IPN,39.712.702/0001-33,671,2,SAO FRANCISCO DEITABAPOANA,MUSSOLINI E SOUZA FARMA LTDA,São Francisco de Itabapoana,-21.4702,-41.1091,3304755,grafia alternativa,Base Municipios-Brasileiros
BRASPRESS IPN,30.007.625/0001-46,737,2,SAO FRANCISCO DO GUAPORE,BK COMERCIO DE MEDICAMENTOS LTDA,São Francisco do Guaporé,-12.052,-63.568,1101492,município,Base Municipios-Brasileiros
BRASPRESS IPN,23.704.727/0001-55,516,2,SAO GABRIEL DA PALHA,AS CAZER MEDICAMENTOS LTDA,São Gabriel da Palha,-19.0182,-40.5365,3204708,município,Base Municipios-Brasileiros
