transportadora,cnpj,codigo,rota,cidade,razao_social,nome_mapa,latitude,longitude,codigo_ibge,tipo_match,fonte_coordenada
BRASPRESS IPN,10.623.579/0001-00,706,2,CONCEICAO DO MATO DENTRO,OUROFARMA CMD DROGARIA LTDA,Conceição do Mato Dentro,-19.0344,-43.4221,3117504,município,Base Municipios-Brasileiros
BRASPRESS IPN,13.754.977/0001-46,721,2,CONCEICAO DO MATO DENTRO,REAL FARMA DROGARIA LTDA ME,Conceição do Mato Dentro,-19.0344,-43.4221,3117504,município,Base Municipios-Brasileiros
BRASPRESS IPN,12.372.067/0001-36,1301,2,CONCHAS,FRANCISCO FONTANELLI NETO,Conchas,-23.0154,-48.0134,3512308,município,Base Municipios-Brasileiros
BRASPRESS IPN,07.738.229/0001-77,1475,2,CONDEUBA,FARMACIA CARDOSO E MARTINS LTDA,Condeúba,-14.9022,-41.9718,2908705,município,Base Municipios-Brasileiros
BRASPRESS IPN,23.340.249/0001-41,97,2,CONGONHAS DO NORTE,SOARES E CIRINO DROGARIA LTDA ME,Congonhas do Norte,-18.8021,-43.6767,3118106,município,Base Municipios-Brasileiros
BRASPRESS IPN,12.087.769/0001-78,225,2,CONSELHEIRO PENA,DROGARIA VIVEIROS E EVANGELISTA LTDA,Conselheiro Pena,-19.1789,-41.4736,3118403,município,Base Municipios-Brasileiros
BRASPRESS IPN,29.989.377/0001-05,139,2,CONTAGEM,DROGARIA MARTINS E OLIVEIRA LTDA ME,Contagem,-19.9321,-44.0539,3118601,mapa anterior,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
BRASPRESS IPN,23.397.532/0001-00,1875,2,CONTAGEM,DROGARIA VALERON LTDA,Contagem,-19.9321,-44.0539,3118601,mapa anterior,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
BRASPRESS IPN,49.210.923/0001-67,1908,2,CONTAGEM,BARBOSA E GUIMARAES DROGARIA LTDA,Contagem,-19.9321,-44.0539,3118601,mapa anterior,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
BRASPRESS IPN,20.947.368/0001-79,692,2,CONTAGEM,FARMÁCIA MINAS FARMA LTDA ME,Contagem,-19.9321,-44.0539,3118601,mapa anterior,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
BRASPRESS IPN,27.738.874/0001-05,716,2,CONTAGEM,DROGARIA E PERFUMARIA PRIMORDIAL LTDA,Contagem,-19.9321,-44.0539,3118601,mapa anterior,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
BRASPRESS IPN,48.947.387/0001-14,1827,2,CORDEIROS,FARMACIA DO POVO DE CORDEIROS LTDA,Cordeiros,-15.0356,-41.9308,2909000,município,Base Municipios-Brasileiros
BRASPRESS IPN,68.551.654/0001-47,326,2,CORONEL FABRICIANO,RONALDO MENEZES DE OLIVEIRA ME,Coronel Fabriciano,-19.5179,-42.6276,3119401,município,Base Municipios-Brasileiros
BRASPRESS IPN,20.885.087/0001-39,395,2,CORONEL FABRICIANO,OLIVEIRA & NOGUEIRA LTDA ME,Coronel Fabriciano,-19.5179,-42.6276,3119401,município,Base Municipios-Brasileiros
BRASPRESS IPN,09.238.755/0001-01,121,2,CORONEL MURTA,CHAMI E FERREIRA LTDA,Coronel Murta,-16.6148,-42.184,3119500,município,Base Municipios-Brasileiros
BRASPRESS IPN,19.643.720/0001-01,452,2,CORREGO NOVO,DROGARIA VIEIRA E FORNEAS LTDA-ME,Córrego Novo,-19.8361,-42.3988,3120003,município,Base Municipios-Brasileiros
BRASPRESS IPN,65.041.968/0001-01,,2,CRAVINHOS,FARMACIA DROGA MAIS,Cravinhos,-21.338,-47.7324,3513108,município,Base Municipios-Brasileiros
BRASPRESS IPN,05.657.707/0002-70,745,2,CRUZ DAS ALMAS,MACHADO SAMPAIO MEDICAMENTOS E PERFUMARIA LTDA,Cruz das Almas,-12.6675,-39.1008,2909802,município,Base Municipios-Brasileiros
BRASPRESS IPN,00.952.422/0001-67,515,2,CUJUBIM,A BARROS DA SILVA E CIA LTDA,Cujubim,-9.36065,-62.5846,1100940,município,Base Municipios-Brasileiros
BRASPRESS IPN,29.147.870/0001-70,1762,2,DIADEMA,DROGARIA DAYFARMA,Diadema,-23.6813,-46.6205,3513801,município,Base Municipios-Brasileiros
BRASPRESS IPN,64.259.294/0001-53,178,2,DIONISIO,RONIARA ARAÚJO FERNANDES FERREIRA ME,Dionísio,-19.8433,-42.7701,3121803,município,Base Municipios-Brasileiros
BRASPRESS IPN,18.434.942/0001-43,75,2,DIVINOLANDIA DE MINAS,DROGAPRIMOS LTDA,Divinolândia de Minas,-18.8004,-42.6103,3122207,município,Base Municipios-Brasileiros
BRASPRESS IPN,42.016.627/0001-80,55,2,DIVISOPOLIS,ULTRAFARMA LTDA,Divisópolis,-15.7254,-40.9997,3122454,município,Base Municipios-Brasileiros
BRASPRESS IPN,24.822.247/0001-51,164,2,DOM JOAQUIM,DROGARIA GONÇALVES ARAUJO EIRELI,Dom Joaquim,-18.961,-43.2544,3122603,município,Base Municipios-Brasileiros
BRASPRESS IPN,01.271.711/0002-44,735,2,DOM SILVERIO,DROGARIAS RIBEIRO E RIBEIRO LTDA (FILIAL),Dom Silvério,-20.1627,-42.9627,3122702,município,Base Municipios-Brasileiros
BRASPRESS IPN,01.271.711/0001-63,738,2,DOM SILVERIO,DROGARIAS RIBEIRO E RIBEIRO LTDA,Dom Silvério,-20.1627,-42.9627,3122702,município,Base Municipios-Brasileiros
BRASPRESS IPN,24.323.955/0001-48,32,2,DORES DO RIO PRETO,CASTRO E SILVA LTDA,Dores do Rio Preto,-20.6931,-41.8405,3202009,município,Base Municipios-Brasileiros
BRASPRESS IPN,72.433.378/0001-90,477,2,DOURADINA,DOURADINA COMERCIO DE PRODUTOS FARMACEUTICOS LTDA,Douradina,-22.0405,-54.6158,5003504,município,Base Municipios-Brasileiros
BRASPRESS IPN,62.889.016/0001-54,1829,2,DUAS BARRAS,DROGARIA CUIDAR BEM LTDA,Duas Barras,-22.0536,-42.5232,3301603,município,Base Municipios-Brasileiros
BRASPRESS IPN,58.815.249/0001-35,1668,2,ECOPORANGA,DROGARIA COMPRA CERTA LTDA,Ecoporanga,-18.3702,-40.836,3202108,município,Base Municipios-Brasileiros
BRASPRESS IPN,57.053.832/0001-93,1607,2,ELIAS FAUSTO,M ROBERTO,Elias Fausto,-23.0428,-47.3682,3514908,município,Base Municipios-Brasileiros
BRASPRESS IPN,06.148.468/0001-04,273,2,ENGENHEIRO CALDAS,ROGÉRIO BARBOSA MALTA E CIA LTDA,Engenheiro Caldas,-19.2065,-42.0503,3123700,município,Base Municipios-Brasileiros
BRASPRESS IPN,18.624.391/0001-80,780,2,ENTRE FOLHAS,IRMÃOS ISAAC LTDA - ME,Entre Folhas,-19.6218,-42.2306,3123858,município,Base Municipios-Brasileiros
BRASPRESS IPN,14.568.420/0001-83,1509,2,FERRAZ DE VASCONCELOS,RAPHARMACIA DROGARIA LTDA,Ferraz de Vasconcelos,-23.5411,-46.371,3515707,município,Base Municipios-Brasileiros
BRASPRESS IPN,04.154.876/0001-43,189,2,FRANCISCO BADARO,DROGARIA CORAÇÃO DE JESUS LTDA ME,Francisco Badaró,-16.9883,-42.3568,3126505,município,Base Municipios-Brasileiros
BRASPRESS IPN,45.443.325/0001-87,1738,2,FRANCISCO MORATO,DROG RENOVAR,Francisco Morato,-23.2792,-46.7448,3516309,município,Base Municipios-Brasileiros
BRASPRESS IPN,28.298.620/0003-30,1851,2,FRANCISCO MORATO,ENZO FARMA LTDA,Francisco Morato,-23.2792,-46.7448,3516309,município,Base Municipios-Brasileiros
BRASPRESS IPN,36.700.641/0003-68,1852,2,FRANCISCO MORATO,DROGARIA RENOVAR LTDA,Francisco Morato,-23.2792,-46.7448,3516309,município,Base Municipios-Brasileiros
BRASPRESS IPN,28.298.620/0001-78,1853,2,FRANCISCO MORATO,ENZO FARMA LTDA,Francisco Morato,-23.2792,-46.7448,3516309,município,Base Municipios-Brasileiros
BRASPRESS IPN,45.443.325/0003-49,1856,2,FRANCISCO MORATO,HIPER POPULAR PRODUTOS FARMACEUTICOS LTDA,Francisco Morato,-23.2792,-46.7448,3516309,município,Base Municipios-Brasileiros
BRASPRESS IPN,51.475.384/0001-30,1653,2,FRANCO DA ROCHA,M REZENDE PRODUTOS E MEDICAMENTOS LTDA,Franco da Rocha,-23.3229,-46.729,3516408,município,Base Municipios-Brasileiros
BRASPRESS IPN,28.298.620/0005-00,1854,2,FRANCO DA ROCHA,ENZO FARMA LTDA,Franco da Rocha,-23.3229,-46.729,3516408,município,Base Municipios-Brasileiros
BRASPRESS IPN,56.392.958/0001-20,1583,2,FRONTEIRA DOS VALES,DROGARIA BOTELHO E OLIVEIRA LTDA,Fronteira dos Vales,-16.8898,-40.923,3127057,município,Base Municipios-Brasileiros
BRASPRESS IPN,11.336.956/0001-85,211,2,FUNILANDIA,DROGARIA DRUGSTORE SANTA LUZIA LTDA,Funilândia,-19.3661,-44.061,3127206,município,Base Municipios-Brasileiros
BRASPRESS IPN,54.677.603/0001-51,1673,2,GONZAGA,DROGARIA DO WALTINHO LTDA,Gonzaga,-18.8196,-42.4769,3127503,município,Base Municipios-Brasileiros
BRASPRESS IPN,42.499.130/0001-60,1309,2,GOVERNADOR VALADARES,DROGARIA E PERFUMARIA SAO FRANCISCO LTDA,Governador Valadares,-18.8545,-41.9555,3127701,município,Base Municipios-Brasileiros
BRASPRESS IPN,08.455.389/0001-71,316,2,GUACUI,DROGARIA SÃO GUILHERME LTDA,Guaçuí,-20.7668,-41.6734,3202306,município,Base Municipios-Brasileiros
BRASPRESS IPN,36.535.257/0002-76,445,2,GUANAMBI,DROGARIA SOUZA E VIANA LTDA -7,Guanambi,-14.2231,-42.7799,2911709,município,Base Municipios-Brasileiros
BRASPRESS IPN,38.442.609/0002-74,60,2,GUANAMBI,VINICIUS PEREIRA VIANA - 9,Guanambi,-14.2231,-42.7799,2911709,município,Base Municipios-Brasileiros
BRASPRESS IPN,38.442.609/0001-93,602,2,GUANAMBI,VIANA E SOUZA LTDA - 2,Guanambi,-14.2231,-42.7799,2911709,município,Base Municipios-Brasileiros
BRASPRESS IPN,03.044.366/0001-50,23,2,GUANHAES,MARIA CRISTINA PEREIRA BICALHO BARBOSA DROGARIA,Guanhães,-18.7713,-42.9312,3128006,município,Base Municipios-Brasileiros
BRASPRESS IPN,33.566.792/0001-15,232,2,GUANHAES,DROGARIA VIEIRA E GUIMARAES LTDA,Guanhães,-18.7713,-42.9312,3128006,município,Base Municipios-Brasileiros
BRASPRESS IPN,62.018.855/0001-05,1770,2,GUAPIMIRIM,2D FARMA LTDA,Guapimirim,-22.5347,-42.9895,3301850,município,Base Municipios-Brasileiros
BRASPRESS IPN,14.992.529/0001-43,1385,2,GUARAI,CE MA LU COMERCIO DE MEDICAMENTOS LTDA,Guaraí,-8.83543,-48.5114,1709302,município,Base Municipios-Brasileiros
BRASPRESS IPN,22.202.179/0003-64,1978,2,GUARAREMA,WPF DROGARIA LTDA,Guararema,-23.4112,-46.0369,3518305,município,Base Municipios-Brasileiros
BRASPRESS IPN,22.202.179/0002-83,1979,2,GUARAREMA,WPF DROGARIA LTDA,Guararema,-23.4112,-46.0369,3518305,município,Base Municipios-Brasileiros
BRASPRESS IPN,22.202.179/0001-00,1980,2,GUARAREMA,WPF DROGARIA LTDA,Guararema,-23.4112,-46.0369,3518305,município,Base Municipios-Brasileiros
BRASPRESS IPN,35.752.696/0001-97,1922,2,GUARUJA DO SUL,D7 DO BRASIL DISTRIBUIDORA DE MEDICAMENTOS LTDA,Guarujá do Sul,-26.3858,-53.5296,4206603,município,Base Municipios-Brasileiros
BRASPRESS IPN,02.140.522/0001-14,1462,2,GUARULHOS,DROGARIA VINTE E DOIS DE SETEMBRO LTDA - ME,Guarulhos,-23.4538,-46.5333,3518800,município,Base Municipios-Brasileiros
BRASPRESS IPN,53.764.621/0001-08,1508,2,GUARULHOS,FARMACIA SILVANO SANTOS SOCIEDADE UNIPESSOAL LTDA,Guarulhos,-23.4538,-46.5333,3518800,município,Base Municipios-Brasileiros
BRASPRESS IPN,54.710.183/0001-68,1566,2,GUARULHOS,FARMARCIA SILVANO SANTOS & EVANDRA PEREIRA LTDA,Guarulhos,-23.4538,-46.5333,3518800,município,Base Municipios-Brasileiros
BRASPRESS IPN,24.258.910/0001-37,1772,2,GUARULHOS,FARMA LAVRAS,Guarulhos,-23.4538,-46.5333,3518800,município,Base Municipios-Brasileiros
BRASPRESS IPN,39.310.133/0001-08,1886,2,GUARULHOS,DROG PERF ROCHAFAR II LTDA,Guarulhos,-23.4538,-46.5333,3518800,município,Base Municipios-Brasileiros
BRASPRESS IPN,42.377.379/0001-01,486,2,GUARULHOS,FARMA 22 FARMACIA DIGITAL LTDA,Guarulhos,-23.4538,-46.5333,3518800,município,Base Municipios-Brasileiros
BRASPRESS IPN,34.475.035/0001-07,527,2,IBIASSUCE,FARMACIA DO POVO IBIASSUSE,Ibiassucê,-14.2711,-42.257,2912004,município,Base Municipios-Brasileiros
BRASPRESS IPN,22.990.457/0001-23,592,2,IBICARAI,LUDIMYLA BRANDAO PIRES MEDICAMENTOS E PERFUMARIA,Ibicaraí,-14.8579,-39.5914,2912103,município,Base Municipios-Brasileiros
BRASPRESS IPN,41.482.592/0001-02,693,2,IBICUI,MOURA MATOS COMERCIO DE PRODUTOS FARMACEUTICOS LTDA,Ibicuí,-14.845,-39.9879,2912301,município,Base Municipios-Brasileiros
BRASPRESS IPN,18.583.625/0001-99,260,2,IGARAPE,DROGARIA IGARAPE LTDA,Igarapé,-20.0707,-44.2994,3130101,mapa anterior,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
BRASPRESS IPN,18.318.364/0001-80,1556,2,IGARAPEMIRI,O. CASTELO BRANCO & LIMA LTDA,Igarapé-Miri,-1.97533,-48.9575,1503309,grafia alternativa,Base Municipios-Brasileiros
BRASPRESS IPN,30.725.673/0001-70,262,2,ILHEUS,TATIANE AIDA SANTANA NOGUEIRA,Ilhéus,-14.793,-39.046,2913606,município,Base Municipios-Brasileiros
BRASPRESS IPN,10.567.487/0001-42,1464,2,IMBE DE MINAS,DROGARIA E PERFUMARIA ANDROFARMA LTDA,Imbé de Minas,-19.6017,-41.9695,3130556,município,Base Municipios-Brasileiros
BRASPRESS IPN,06.162.610/0001-78,226,2,IMPERATRIZ,M. S. EVANGELISTA SALES & CIA. LTDA - ME,Imperatriz,-5.51847,-47.4777,2105302,município,Base Municipios-Brasileiros
BRASPRESS IPN,39.650.590/0001-33,1626,2,INDAIATUBA,BOTELHO NERY DROGARIA LTDA,Indaiatuba,-23.0816,-47.2101,3520509,município,Base Municipios-Brasileiros
BRASPRESS IPN,22.202.179/0006-07,1975,2,INDAIATUBA,DROGA LIVING,Indaiatuba,-23.0816,-47.2101,3520509,município,Base Municipios-Brasileiros
BRASPRESS IPN,22.202.179/0004-45,1977,2,INDAIATUBA,WPF DROGARIA LTDA,Indaiatuba,-23.0816,-47.2101,3520509,município,Base Municipios-Brasileiros
BRASPRESS IPN,12.022.558/0001-57,302,2,INHAPIM,JÚLIO LAET FERNANDES & CIA LTDA ME,Inhapim,-19.5476,-42.1147,3130903,município,Base Municipios-Brasileiros
BRASPRESS IPN,20.907.150/0001-90,585,2,INHAPIM,ANDRE FELIPE LAET SOUZA & CIA LTDA,Inhapim,-19.5476,-42.1147,3130903,município,Base Municipios-Brasileiros
BRASPRESS IPN,24.622.755/0001-96,1682,2,INOCENCIA,YARA KEIKO NAGAO LEAL,Inocência,-19.7277,-51.9281,5004403,município,Base Municipios-Brasileiros
BRASPRESS IPN,20.432.234/0001-15,739,2,IPABA,DROGARIA MARTINS REIS LTDA,Ipaba,-19.4158,-42.4139,3131158,município,Base Municipios-Brasileiros
BRASPRESS IPN,21.656.475/0001-00,455,2,IPATINGA,DROGARIA VENEZA I LTDA ME,Ipatinga,-19.4703,-42.5476,3131307,município,Base Municipios-Brasileiros
BRASPRESS IPN,64.299.191/0001-17,456,2,IPATINGA,DROGARIA VENEZA II LTDA ME,Ipatinga,-19.4703,-42.5476,3131307,município,Base Municipios-Brasileiros
BRASPRESS IPN,06.104.427/0001-16,457,2,IPATINGA,DROGARIA VENEZA III LTDA ME,Ipatinga,-19.4703,-42.5476,3131307,município,Base Municipios-Brasileiros
BRASPRESS IPN,18.811.286/0001-50,458,2,IPATINGA,DROGARIA VENEZA IV LTDA ME,Ipatinga,-19.4703,-42.5476,3131307,município,Base Municipios-Brasileiros
BRASPRESS IPN,11.588.394/0001-67,102,2,IPIRA,Bia Cosmeticos Ltda,Ipirá,-12.1561,-39.7359,2914000,município,Base Municipios-Brasileiros
BRASPRESS IPN,84.968.197/0001-47,642,2,IPORA,AMADUCCI MERLINI E CIA LTDA,Iporã,-24.0083,-53.706,4110607,município,Base Municipios-Brasileiros
BRASPRESS IPN,66.231.377/0001-60,,2,IRECE,DROGARIA NUNES LTDA,Irecê,-11.3033,-41.8535,2914604,município,Base Municipios-Brasileiros
BRASPRESS IPN,03.940.198/0001-81,460,2,ITABIRINHA,FARMÁCIA VIDA DE ITABIRINHA LTDA,Itabirinha,-18.5712,-41.234,3131802,município,Base Municipios-Brasileiros
BRASPRESS IPN,63.830.126/0001-03,1897,2,ITABIRITO,FARMACIA ACURUI LTDA,Itabirito,-20.2501,-43.8038,3131901,município,Base Municipios-Brasileiros
BRASPRESS IPN,39.410.190/0001-50,1899,2,ITABORAI,DROGARIA CENTRAL DE ITABORAÍ LTDA MATRIZ,Itaboraí,-22.7565,-42.8639,3301900,município,Base Municipios-Brasileiros
BRASPRESS IPN,39.410.190/0002-31,1900,2,ITABORAI,DROGARIA CENTRAL DE ITABORAÍ LTDA MATRIZ FILIAL 1,Itaboraí,-22.7565,-42.8639,3301900,município,Base Municipios-Brasileiros
BRASPRESS IPN,13.582.306/0001-45,355,2,ITAIPE,THALLES PIRES BARBOSA RAMALHO - EPP,Itaipé,-17.4014,-41.6697,3132305,município,Base Municipios-Brasileiros
BRASPRESS IPN,11.385.137/0001-28,57,2,ITAIPE,DROGARIA KMATOS LTDA,Itaipé,-17.4014,-41.6697,3132305,município,Base Municipios-Brasileiros
BRASPRESS IPN,08.736.661/0001-91,525,2,ITAMARAJU,DO POVO COMERCIO DE MEDICAMENTOS LTDA ME,Itamaraju,-17.0378,-39.5386,2915601,município,Base Municipios-Brasileiros
BRASPRESS IPN,17.496.471/0001-35,564,2,ITAMBACURI,GLORIA FARMA LTDA,Itambacuri,-18.035,-41.683,3132701,município,Base Municipios-Brasileiros
BRASPRESS IPN,05.834.976/0001-83,565,2,ITAMBACURI,CAMARGOS DROGARIA LTDA,Itambacuri,-18.035,-41.683,3132701,município,Base Municipios-Brasileiros
BRASPRESS IPN,42.492.341/0001-71,1339,2,ITANHAEM,DROGARIA COSTA LTDA,Itanhaém,-24.1736,-46.788,3522109,município,Base Municipios-Brasileiros
BRASPRESS IPN,51.234.534/0001-13,1440,2,ITANHAEM,DROGARIA COSTA E ALVES LTDa,Itanhaém,-24.1736,-46.788,3522109,município,Base Municipios-Brasileiros
BRASPRESS IPN,17.105.050/0001-36,82,2,ITANHEM,ANNA CLAUDIA DE CASTRO PRADO,Itanhém,-17.1642,-40.3321,2916005,município,Base Municipios-Brasileiros
BRASPRESS IPN,97.547.223/0001-05,1329,2,ITANHOMI,OLIVEIRA & SILVA FARMACEUTICA ITANHOMI LTDA,Itanhomi,-19.1736,-41.863,3133204,município,Base Municipios-Brasileiros
BRASPRESS IPN,07.386.243/0001-59,25,2,ITANHOMI,DROGARIA BARROS E GOMES LTDA,Itanhomi,-19.1736,-41.863,3133204,município,Base Municipios-Brasileiros
BRASPRESS IPN,53.937.776/0002-80,1974,2,ITAOBIM,WLEIKA RODRIGUES COSTA CNPJ FICTICIO,Itaobim,-16.5571,-41.5017,3133303,município,Base Municipios-Brasileiros
BRASPRESS IPN,37.072.703/0001-35,1807,2,ITAOCARA,FARMÁCIA COOPERATIVA LTDA,Itaocara,-21.6748,-42.0758,3302106,município,Base Municipios-Brasileiros
BRASPRESS IPN,38.044.761/0001-18,1823,2,ITAOCARA,FARMACIA JARDIM D?ALDEIA LTDA,Itaocara,-21.6748,-42.0758,3302106,município,Base Municipios-Brasileiros
BRASPRESS IPN,37.751.813/0001-23,338,2,ITAOCARA,DROGARIA POLLO DE ITAOCARA LTDA ME,Itaocara,-21.6748,-42.0758,3302106,município,Base Municipios-Brasileiros
BRASPRESS IPN,57.419.110/0001-00,1661,2,ITAPEVI,DROGARIA NOVA GERACAO ITAPEVI LTDA,Itapevi,-23.5488,-46.9327,3522505,município,Base Municipios-Brasileiros
BRASPRESS IPN,12.322.110/0001-59,697,2,ITAPORANGA,FARMACIA SANTOS E ALMEIDA LTDA,Itaporanga,-23.7043,-49.4819,3522802,município,Base Municipios-Brasileiros
BRASPRESS IPN,04.828.474/0001-87,591,2,ITAREMA,FARMACIA PIONEIRA,Itarema,-2.9248,-39.9167,2306553,município,Base Municipios-Brasileiros
BRASPRESS IPN,26.526.097/0003-26,1575,2,ITU,GABRIEL C. SEREIA DROGARIA,Itu,-23.2544,-47.2927,3523909,município,Base Municipios-Brasileiros
BRASPRESS IPN,26.526.097/0002-45,1576,2,ITU,GABRIEL C. SEREIA DROGARIA,Itu,-23.2544,-47.2927,3523909,município,Base Municipios-Brasileiros
BRASPRESS IPN,26.526.097/0004-07,1577,2,ITU,GABRIEL C. SEREIA DROGARIA,Itu,-23.2544,-47.2927,3523909,município,Base Municipios-Brasileiros
BRASPRESS IPN,26.526.097/0001-64,1755,2,ITU,GABRIEL C. SEREIA DROGARIA,Itu,-23.2544,-47.2927,3523909,município,Base Municipios-Brasileiros
BRASPRESS IPN,20.459.151/0002-09,1473,2,ITUMBIARA,FFARMA COMERCIO DE MEDICAMENTOS LTDA,Itumbiara,-18.4093,-49.2158,5211503,município,Base Municipios-Brasileiros
BRASPRESS IPN,42.121.807/0001-22,127,2,IUNA,DROGARIA ZAVARIS ANTUNES LTDA,Iúna,-20.3531,-41.5334,3203007,município,Base Municipios-Brasileiros
BRASPRESS IPN,10.335.033/0001-46,678,2,JACAREZINHO,SABIAO MED FARMA LTDA,Jacarezinho,-23.1591,-49.9739,4111803,município,Base Municipios-Brasileiros
BRASPRESS IPN,17.299.579/0001-38,370,2,JACINTO,MARIA IMACULADA JARDIM MURTA,Jacinto,-16.1428,-40.295,3134707,município,Base Municipios-Brasileiros
BRASPRESS IPN,01.670.213/0001-93,,2,JAGUARARI,INDIRA DE SA DOS SANTOS DE CASTRO SOUZA (CNPJ FICTÍCIO),Jaguarari,-10.2569,-40.1999,2917706,município,Base Municipios-Brasileiros
BRASPRESS IPN,52.371.696/0001-66,1345,2,JARU,PHARMACIA A. Q. MINI PRECO JARU LTDA,Jaru,-10.4318,-62.4788,1100114,município,Base Municipios-Brasileiros
BRASPRESS IPN,24.933.134/0001-23,504,2,JARU,BRUSQUI E ADAME DROGARIA LTDA,Jaru,-10.4318,-62.4788,1100114,município,Base Municipios-Brasileiros
BRASPRESS IPN,21.934.551/0001-00,1237,2,JEQUITINHONHA,DROGARIA FARMINAS,Jequitinhonha,-16.4375,-41.0117,3135803,município,Base Municipios-Brasileiros
BRASPRESS IPN,27.129.946/0001-09,627,2,JERONIMO MONTEIRO,DROGARIA DIVINO ESPIRITO SANTO LTDA,Jerônimo Monteiro,-20.7994,-41.3948,3203106,município,Base Municipios-Brasileiros
BRASPRESS IPN,34.406.942/0001-96,1646,2,JITAUNA,FARMACIA RAMOS DE JITAUNA LTDA,Jitaúna,-14.0131,-39.8969,2918308,município,Base Municipios-Brasileiros
BRASPRESS IPN,18.826.208/0001-20,318,2,JOAIMA,DROGARIA PEREIRA CARVALHO LTDA-ME,Joaíma,-16.6522,-41.0229,3136009,município,Base Municipios-Brasileiros
BRASPRESS IPN,24.234.775/0001-90,309,2,JOAO MONLEVADE,ROBSON STARLING & CIA LTDA EPP,João Monlevade,-19.8126,-43.1735,3136207,município,Base Municipios-Brasileiros
BRASPRESS IPN,07.175.491/0003-12,317,2,JORDANIA,FIDELINO CARVALHO FILHO ME JORDÂNIA,Jordânia,-15.9009,-40.1841,3136504,município,Base Municipios-Brasileiros
BRASPRESS IPN,17.601.178/0001-90,709,2,JOSE GONCALVES DE MINAS,PAULA DAIANA DE SALES PINHEIRO - ME,José Gonçalves de Minas,-16.9053,-42.6014,3136520,município,Base Municipios-Brasileiros
BRASPRESS IPN,34.590.646/0001-98,,2,LABREA,M. DO P. S. LOPES NEVES,Lábrea,-7.26413,-64.7948,1302405,município,Base Municipios-Brasileiros
BRASPRESS IPN,37.723.523/0001-76,1527,2,LAGARTO,FARMACIA CONCEICAO LTDA,Lagarto,-10.9136,-37.6689,2803500,município,Base Municipios-Brasileiros
BRASPRESS IPN,12.509.836/0001-03,688,2,LAJEDAO,CERQUEIRA BERNARDES PRODUTOS FARMACEUTICOS LTDA,Lajedão,-17.6056,-40.3383,2918902,município,Base Municipios-Brasileiros
BRASPRESS IPN,55.530.368/0001-53,1570,2,LEME DO PRADO,DROGA LEME LTDA,Leme do Prado,-17.0793,-42.6936,3138351,município,Base Municipios-Brasileiros
BRASPRESS IPN,53.852.041/0001-72,1820,2,LICINIO DE ALMEIDA,DROGARIA MEGA ECONOMICA LICINIO DE ALMEIDA LTDA,Licínio de Almeida,-14.6842,-42.5095,2919405,município,Base Municipios-Brasileiros
BRASPRESS IPN,52.730.203/0001-37,,2,MACAE,ALMEIDA VIEIRA COMERCIO DE MEDICAMENTOS LTDA,Macaé,-22.3768,-41.7848,3302403,município,Base Municipios-Brasileiros
BRASPRESS IPN,45.738.872/0001-90,519,2,MACAE,DROGARIA PEREIRA MESKO LTDA,Macaé,-22.3768,-41.7848,3302403,município,Base Municipios-Brasileiros
BRASPRESS IPN,66.118.972/0001-93,,2,MACAJUBA,FARMACIA E DROGRARIA SANTA LUZIA LTDA,Macajuba,-12.1326,-40.3571,2919603,município,Base Municipios-Brasileiros
BRASPRESS IPN,63.333.607/0001-03,1898,2,MACEIO,SAÚDE FARMA COMÉRCIO DE MEDICAMENTOS LTDA,Maceió,-9.66599,-35.735,2704302,município,Base Municipios-Brasileiros
BRASPRESS IPN,09.552.133/0001-45,21,2,MALACACHETA,VALMIR GOMES PEGO,Malacacheta,-17.8456,-42.0769,3139201,município,Base Municipios-Brasileiros
BRASPRESS IPN,09.141.482/0001-74,1525,2,MAMANGUAPE,MAMANGUAPE FARMACEUTICA LTDA,Mamanguape,-6.8337,-35.1213,2508901,município,Base Municipios-Brasileiros
BRASPRESS IPN,36.239.886/0001-78,1228,2,MANAUS,FARMAROCHA POPULAR,Manaus,-3.11866,-60.0212,1302603,município,Base Municipios-Brasileiros
BRASPRESS IPN,30.615.056/0001-11,680,2,MANOEL VIANA,GREICE NAISINGER RODRIGUES FAGUNDES,Manoel Viana,-29.5859,-55.4841,4311759,município,Base Municipios-Brasileiros
BRASPRESS IPN,48.886.756/0001-06,1536,2,MARAGOGI,SILVANO CORDEIRO DOS SANTOS,Maragogi,-9.00744,-35.2267,2704500,município,Base Municipios-Brasileiros
BRASPRESS IPN,24.715.238/0001-61,1327,2,MARATAIZES,L.S. GOMES DROGARIA,Marataízes,-21.0398,-40.8384,3203320,município,Base Municipios-Brasileiros
BRASPRESS IPN,52.883.966/0001-18,1501,2,MARATAIZES,A & H PRODUTOS FARMACEUTICOS LTDA,Marataízes,-21.0398,-40.8384,3203320,município,Base Municipios-Brasileiros
BRASPRESS IPN,44.564.465/0001-40,1548,2,MARATAIZES,DROGARIA MENDONÇA LTDA,Marataízes,-21.0398,-40.8384,3203320,município,Base Municipios-Brasileiros
