origem,cidade_destino,nome_mapa,unidade_destino,rotas,lead_time,regiao,latitude,longitude,tipo_match,codigo_ibge,fonte_coordenada
ZONA DA MATA,BELMIRO BRAGA,Belmiro Braga,JUIZ DE FORA,JFA-200,,ZONA DA MATA,-21.944,-43.4084,município,3106101,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,BELO VALE,Belo Vale,CONSELHEIRO LAFAIETE,CNL-220,,ZONA DA MATA,-20.4077,-44.0275,município,3106408,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,BIAS FORTES,Bias Fortes,BARBACENA,BCA-210,,ZONA DA MATA,-21.602,-43.7574,município,3106804,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,BICAS,Bicas,JUIZ DE FORA,JFA-200,,ZONA DA MATA,-21.7232,-43.056,município,3106903,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,BOM JESUS DA CACHOEIRA,"Bom Jesus da Cachoeira, Muriaé",MURIAÉ,MUR-250,,ZONA DA MATA,-21.258254,-42.4025965,distrito/localidade,,OpenStreetMap/Nominatim: village
ZONA DA MATA,BOM JESUS DE CARDOSOS,"Bom Jesus de Cardosos, Urucânia",PONTE NOVA,PNV-260,,ZONA DA MATA,-20.3453373,-42.7750594,distrito/localidade,,OpenStreetMap/Nominatim: village
ZONA DA MATA,BRAS PIRES,Brás Pires,VIÇOSA,VCA-270,,ZONA DA MATA,-20.8419,-43.2406,município,3108701,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,CAIANA,Caiana,MANHUAÇU,MCU-240,,ZONA DA MATA,-20.6956,-41.9292,município,3110103,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,CAJURI,Cajuri,VIÇOSA,VCA-270,,ZONA DA MATA,-20.7903,-42.7925,município,3110202,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,CANAA,Canaã,VIÇOSA,VCA-270,,ZONA DA MATA,-20.6869,-42.6167,município,3111705,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,CAPARAO,Caparaó,MANHUAÇU,MCU-240,,ZONA DA MATA,-20.5289,-41.9061,município,3112109,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,CAPELA NOVA,Capela Nova,BARBACENA,BCA-210,,ZONA DA MATA,-20.9179,-43.622,município,3112208,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,CARANAIBA,Caranaíba,CONSELHEIRO LAFAIETE,CNL-220,,ZONA DA MATA,-20.8707,-43.7417,município,3113107,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,CARANDAI,Carandaí,BARBACENA,BCA-210,,ZONA DA MATA,-20.9566,-43.811,município,3113206,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,CARANGOLA,Carangola,MANHUAÇU,MCU-240,,ZONA DA MATA,-20.7343,-42.0313,município,3113305,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,CASA GRANDE,Casa Grande,CONSELHEIRO LAFAIETE,CNL-220,,ZONA DA MATA,-20.7925,-43.9343,município,3114907,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,CATAGUASES,Cataguases,LEOPOLDINA,LEO-230,,ZONA DA MATA,-21.3924,-42.6896,município,3115300,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,CATAS ALTAS DA NORUEGA,Catas Altas da Noruega,CONSELHEIRO LAFAIETE,CNL-220,,ZONA DA MATA,-20.6901,-43.4939,município,3115409,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,CHACARA,Chácara,JUIZ DE FORA,JFA-200,,ZONA DA MATA,-21.6733,-43.215,município,3115904,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,CHALE,Chalé,MANHUAÇU,MCU-240,,ZONA DA MATA,-20.0453,-41.6897,município,3116001,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,CHIADOR,Chiador,JUIZ DE FORA,JFA-200,,ZONA DA MATA,-21.9996,-43.0617,município,3116209,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,CIPOTANEA,Cipotânea,BARBACENA,BCA-210,,ZONA DA MATA,-20.9026,-43.3629,município,3116308,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,CISNEIROS,"Cisneiros, Palma",LEOPOLDINA,LEO-230,,ZONA DA MATA,-21.4403873,-42.3583976,distrito/localidade,,OpenStreetMap/Nominatim: village
ZONA DA MATA,COIMBRA,Coimbra,VIÇOSA,VCA-270,,ZONA DA MATA,-20.8535,-42.8008,município,3116704,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,CONCEICAO DA BARRA DE MINAS,Conceição da Barra de Minas,BARBACENA,BCA-210,,ZONA DA MATA,-21.1316,-44.4729,município,3115201,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,CONCEICAO DE IPANEMA,Conceição de Ipanema,MANHUAÇU,MCU-240,,ZONA DA MATA,-19.9326,-41.6908,município,3117405,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,CONGONHAS,Congonhas,CONSELHEIRO LAFAIETE,CNL-220,,ZONA DA MATA,-20.4958,-43.851,município,3118007,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,CONSELHEIRO LAFAIETE,Conselheiro Lafaiete,CONSELHEIRO LAFAIETE,CNL-220,,ZONA DA MATA,-20.6634,-43.7846,município,3118304,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,CORONEL PACHECO,Coronel Pacheco,JUIZ DE FORA,JFA-200,,ZONA DA MATA,-21.5898,-43.256,município,3119609,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,CORONEL XAVIER CHAVES,Coronel Xavier Chaves,BARBACENA,BCA-210,,ZONA DA MATA,-21.0277,-44.2206,município,3119708,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,CORREIA DE ALMEIDA,"Correia de Almeida, Barbacena",BARBACENA,BCA-210,,ZONA DA MATA,-21.3015363,-43.6272601,distrito/localidade,,OpenStreetMap/Nominatim: village
ZONA DA MATA,CRISTIANO OTONI,Cristiano Otoni,CONSELHEIRO LAFAIETE,CNL-220,,ZONA DA MATA,-20.8324,-43.8166,município,3120409,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,DESCOBERTO,Descoberto,JUIZ DE FORA,JFA-200,,ZONA DA MATA,-21.46,-42.9618,município,3121308,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,DESTERRO DE ENTRE RIOS,Desterro de Entre Rios,CONSELHEIRO LAFAIETE,CNL-220,,ZONA DA MATA,-20.665,-44.3334,município,3121407,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,DESTERRO DO MELO,Desterro do Melo,BARBACENA,BCA-210,,ZONA DA MATA,-21.143,-43.5178,município,3121506,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,DIOGO DE VASCONCELOS,Diogo de Vasconcelos,PONTE NOVA,PNV-260,,ZONA DA MATA,-20.4879,-43.1953,município,3121704,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,DIVINESIA,Divinésia,UBÁ,VCA-270,,ZONA DA MATA,-20.9917,-43.0003,município,3121902,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,DIVINO,Divino,MANHUAÇU,MCU-240,,ZONA DA MATA,-20.6134,-42.1438,município,3122009,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,DOM CORREA,"Dom Corrêa, Manhuaçu",MANHUAÇU,MCU-240,,ZONA DA MATA,-20.0490646,-42.1794464,distrito/localidade,,OpenStreetMap/Nominatim: village
ZONA DA MATA,DONA EUZEBIA,Dona Eusébia,LEOPOLDINA,LEO-230,,ZONA DA MATA,-21.319,-42.807,grafia alternativa,3122900,Base Municipios-Brasileiros; grafia oficial Dona Eusébia
ZONA DA MATA,DORES DE CAMPOS,Dores de Campos,BARBACENA,BCA-210,,ZONA DA MATA,-21.1139,-44.0207,município,3123007,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,DORES DO TURVO,Dores do Turvo,UBÁ,VCA-270,,ZONA DA MATA,-20.9785,-43.1834,município,3123304,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,DURANDE,Durandé,MANHUAÇU,MCU-240,,ZONA DA MATA,-20.2058,-41.7977,município,3123528,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,ENTRE RIOS DE MINAS,Entre Rios de Minas,CONSELHEIRO LAFAIETE,CNL-220,,ZONA DA MATA,-20.6706,-44.0654,município,3123908,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,ERVALIA,Ervália,VIÇOSA,VCA-270,,ZONA DA MATA,-20.8403,-42.6544,município,3124005,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,ESPERA FELIZ,Espera Feliz,MANHUAÇU,MCU-240,,ZONA DA MATA,-20.6508,-41.9119,município,3124203,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,ESTEVAO DE ARAUJO,"Estêvão de Araújo, Araponga",VIÇOSA,VCA-270,,ZONA DA MATA,-20.6100916,-42.5360466,distrito/localidade,,OpenStreetMap/Nominatim: village
ZONA DA MATA,ESTRELA DALVA,Estrela Dalva,LEOPOLDINA,LEO-230,,ZONA DA MATA,-21.7412,-42.4574,município,3124609,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,EUGENOPOLIS,Eugenópolis,MURIAÉ,MUR-250,,ZONA DA MATA,-21.1002,-42.1878,município,3124906,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,EWBANK DA CAMARA,Ewbank da Câmara,JUIZ DE FORA,JFA-200,,ZONA DA MATA,-21.5498,-43.5068,município,3125002,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,FARIA LEMOS,Faria Lemos,MANHUAÇU,MCU-240,,ZONA DA MATA,-20.8097,-42.0213,município,3125309,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,FERVEDOURO,Fervedouro,MANHUAÇU,MCU-240,,ZONA DA MATA,-20.726,-42.279,município,3125952,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,GOIANA,Goianá,JUIZ DE FORA,JFA-200,,ZONA DA MATA,-21.536,-43.1957,município,3127388,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,GRANADA,"Granada, Abre Campo",PONTE NOVA,PNV-260,,ZONA DA MATA,-20.1662088,-42.388387,distrito/localidade,,OpenStreetMap/Nominatim: village
ZONA DA MATA,GUARACIABA,Guaraciaba,PONTE NOVA,PNV-260,,ZONA DA MATA,-20.5716,-43.0094,município,3128204,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,GUARANI,Guarani,JUIZ DE FORA,JFA-200,,ZONA DA MATA,-21.3563,-43.0328,município,3128402,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,GUARARA,Guarará,JUIZ DE FORA,JFA-200,,ZONA DA MATA,-21.7304,-43.0334,município,3128501,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,GUIDOVAL,Guidoval,UBÁ,VCA-270,,ZONA DA MATA,-21.155,-42.7887,município,3128808,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,GUIRICEMA,Guiricema,UBÁ,VCA-270,,ZONA DA MATA,-21.0098,-42.7207,município,3129004,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,IBERTIOGA,Ibertioga,BARBACENA,BCA-210,,ZONA DA MATA,-21.433,-43.9639,município,3129400,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,IPANEMA,Ipanema,MANHUAÇU,MCU-240,,ZONA DA MATA,-19.7992,-41.7164,município,3131208,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,ITAMARATI DE MINAS,Itamarati de Minas,LEOPOLDINA,LEO-230,,ZONA DA MATA,-21.4179,-42.813,município,3132602,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,ITAMURI,"Itamuri, Muriaé",MURIAÉ,MUR-250,,ZONA DA MATA,-20.9924159,-42.371244,distrito/localidade,,OpenStreetMap/Nominatim: village
ZONA DA MATA,ITAVERAVA,Itaverava,CONSELHEIRO LAFAIETE,CNL-220,,ZONA DA MATA,-20.6769,-43.6141,município,3133907,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,JECEABA,Jeceaba,CONSELHEIRO LAFAIETE,CNL-220,,ZONA DA MATA,-20.5339,-43.9894,município,3135407,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,JEQUERI,Jequeri,PONTE NOVA,PNV-260,,ZONA DA MATA,-20.4542,-42.6651,município,3135506,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,JUIZ DE FORA,Juiz de Fora,JUIZ DE FORA,JFA-200,,ZONA DA MATA,-21.7595,-43.3398,município,3136702,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,LAGOA DOURADA,Lagoa Dourada,BARBACENA,BCA-210,,ZONA DA MATA,-20.9139,-44.0797,município,3137403,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,LAJINHA,Lajinha,MANHUAÇU,MCU-240,,ZONA DA MATA,-20.1539,-41.6228,município,3137700,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,LAMIM,Lamim,CONSELHEIRO LAFAIETE,CNL-220,,ZONA DA MATA,-20.79,-43.4706,município,3137908,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,LARANJAL,Laranjal,LEOPOLDINA,LEO-230,,ZONA DA MATA,-21.3715,-42.4732,município,3138005,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,LEOPOLDINA,Leopoldina,LEOPOLDINA,LEO-230,,ZONA DA MATA,-21.5296,-42.6421,município,3138401,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,LIMA DUARTE,Lima Duarte,JUIZ DE FORA,JFA-200,,ZONA DA MATA,-21.8386,-43.7934,município,3138609,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,LUISBURGO,Luisburgo,MANHUAÇU,MCU-240,,ZONA DA MATA,-20.4468,-42.0976,município,3138674,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,MADRE DE DEUS DE MINAS,Madre de Deus de Minas,BARBACENA,BCA-210,,ZONA DA MATA,-21.483,-44.3287,município,3139102,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,MANHUACU,Manhuaçu,MANHUAÇU,MCU-240,,ZONA DA MATA,-20.2572,-42.028,município,3139409,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,MANHUMIRIM,Manhumirim,MANHUAÇU,MCU-240,,ZONA DA MATA,-20.3591,-41.9589,município,3139508,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,MAR DE ESPANHA,Mar de Espanha,JUIZ DE FORA,JFA-200,,ZONA DA MATA,-21.8707,-43.0062,município,3139805,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,MARIPA DE MINAS,Maripá de Minas,JUIZ DE FORA,JFA-200,,ZONA DA MATA,-21.6979,-42.9546,município,3140209,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,MARTINS SOARES,Martins Soares,MANHUAÇU,MCU-240,,ZONA DA MATA,-20.2546,-41.8786,município,3140530,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,MATIAS BARBOSA,Matias Barbosa,JUIZ DE FORA,JFA-200,,ZONA DA MATA,-21.869,-43.3135,município,3140803,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,MATIPO,Matipó,PONTE NOVA,PNV-260,,ZONA DA MATA,-20.2873,-42.3401,município,3140902,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,MERCES,Mercês,BARBACENA,BCA-210,,ZONA DA MATA,-21.1976,-43.3337,município,3141603,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,MIRADOURO,Miradouro,MURIAÉ,MUR-250,,ZONA DA MATA,-20.8899,-42.3458,município,3142106,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,MIRAI,Miraí,MURIAÉ,MUR-250,,ZONA DA MATA,-21.2021,-42.6122,município,3142205,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,MOEDA,Moeda,CONSELHEIRO LAFAIETE,CNL-220,,ZONA DA MATA,-20.3399,-44.0509,município,3142304,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,MONTE CELESTE,"Monte Celeste, São Geraldo",UBÁ,VCA-270,,ZONA DA MATA,-20.89098,-42.8820055,distrito/localidade,,OpenStreetMap/Nominatim: village
ZONA DA MATA,MURIAE,Muriaé,MURIAÉ,MUR-250,,ZONA DA MATA,-21.13,-42.3693,município,3143906,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,MUTUM,Mutum,MANHUAÇU,MCU-240,,ZONA DA MATA,-19.8121,-41.4407,município,3144003,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,OLARIA,Olaria,JUIZ DE FORA,JFA-200,,ZONA DA MATA,-21.8598,-43.9356,município,3145406,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,OLIVEIRA FORTES,Oliveira Fortes,JUIZ DE FORA,JFA-200,,ZONA DA MATA,-21.3401,-43.4499,município,3145703,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,ORATORIOS,Oratórios,PONTE NOVA,PNV-260,,ZONA DA MATA,-20.4298,-42.7977,município,3145851,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,ORIZANIA,Orizânia,MANHUAÇU,MCU-240,,ZONA DA MATA,-20.5142,-42.1991,município,3145877,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,OURO BRANCO,Ouro Branco,CONSELHEIRO LAFAIETE,CNL-220,,ZONA DA MATA,-20.5263,-43.6962,município,3145901,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,PADRE FIALHO,"Padre Fialho, Matipó",PONTE NOVA,PNV-260,,ZONA DA MATA,-20.3762388,-42.3766626,distrito/localidade,,OpenStreetMap/Nominatim: village
ZONA DA MATA,PAIVA,Paiva,JUIZ DE FORA,JFA-200,,ZONA DA MATA,-21.2913,-43.4088,município,3146602,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,PALMA,Palma,LEOPOLDINA,LEO-230,,ZONA DA MATA,-21.3748,-42.3123,município,3146701,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,PATROCINIO DO MURIAE,Patrocínio do Muriaé,MURIAÉ,MUR-250,,ZONA DA MATA,-21.1544,-42.2125,município,3148202,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,PAULA CANDIDO,Paula Cândido,VIÇOSA,VCA-270,,ZONA DA MATA,-20.8754,-42.9752,município,3148301,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,PEDRA BONITA,Pedra Bonita,PONTE NOVA,PNV-260,,ZONA DA MATA,-20.5219,-42.3304,município,3148756,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,PEDRA DO ANTA,Pedra do Anta,VIÇOSA,VCA-270,,ZONA DA MATA,-20.5968,-42.7123,município,3148806,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,PEDRA DOURADA,Pedra Dourada,MANHUAÇU,MCU-240,,ZONA DA MATA,-20.8266,-42.1515,município,3149002,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,PEDRO TEIXEIRA,Pedro Teixeira,JUIZ DE FORA,JFA-200,,ZONA DA MATA,-21.7076,-43.743,município,3149408,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,PEQUERI,Pequeri,JUIZ DE FORA,JFA-200,,ZONA DA MATA,-21.8341,-43.1145,município,3149507,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,PIACATUBA,"Piacatuba, Leopoldina",LEOPOLDINA,LEO-230,,ZONA DA MATA,-21.4867144,-42.7877696,distrito/localidade,,OpenStreetMap/Nominatim: village
ZONA DA MATA,PIAU,Piau,JUIZ DE FORA,JFA-200,,ZONA DA MATA,-21.5096,-43.313,município,3150109,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,PIEDADE DE PONTE NOVA,Piedade de Ponte Nova,PONTE NOVA,PNV-260,,ZONA DA MATA,-20.2438,-42.7379,município,3150208,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,PIEDADE DO RIO GRANDE,Piedade do Rio Grande,BARBACENA,BCA-210,,ZONA DA MATA,-21.469,-44.1938,município,3150307,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,PIRANGA,Piranga,VIÇOSA,VCA-270,,ZONA DA MATA,-20.6834,-43.2967,município,3150802,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,PIRAPETINGA,Pirapetinga,LEOPOLDINA,LEO-230,,ZONA DA MATA,-21.6554,-42.3434,município,3151107,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,PIRAUBA,Piraúba,LEOPOLDINA,LEO-230,,ZONA DA MATA,-21.2825,-43.0172,município,3151305,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,PISCAMBA,"Piscamba, Jequeri",PONTE NOVA,PNV-260,,ZONA DA MATA,-20.4304766,-42.7164651,distrito/localidade,,OpenStreetMap/Nominatim: village
ZONA DA MATA,POCRANE,Pocrane,MANHUAÇU,MCU-240,,ZONA DA MATA,-19.6208,-41.6334,município,3151909,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,PONTE ALTA DE MINAS,"Ponte Alta de Minas, Carangola",MANHUAÇU,MCU-240,,ZONA DA MATA,-20.7073808,-42.2156888,distrito/localidade,,OpenStreetMap/Nominatim: village
ZONA DA MATA,PONTE NOVA,Ponte Nova,PONTE NOVA,PNV-260,,ZONA DA MATA,-20.4111,-42.8978,município,3152105,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,PORTO FIRME,Porto Firme,VIÇOSA,VCA-270,,ZONA DA MATA,-20.6642,-43.0834,município,3152303,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,PRADOS,Prados,BARBACENA,BCA-210,,ZONA DA MATA,-21.0597,-44.0778,município,3152709,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,PRATA DE LAJINHA,"Prata de Lajinha, Lajinha",MANHUAÇU,MCU-240,,ZONA DA MATA,-20.0750013,-41.5137835,distrito/localidade,,OpenStreetMap/Nominatim: village
ZONA DA MATA,PRESIDENTE BERNARDES,Presidente Bernardes,VIÇOSA,VCA-270,,ZONA DA MATA,-20.7656,-43.1895,município,3153103,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,QUELUZITO,Queluzito,CONSELHEIRO LAFAIETE,CNL-220,,ZONA DA MATA,-20.7416,-43.8851,município,3153806,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,RAUL SOARES,Raul Soares,PONTE NOVA,PNV-260,,ZONA DA MATA,-20.1061,-42.4502,município,3154002,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,REALEZA,"Realeza, Manhuaçu",MANHUAÇU,MCU-240,,ZONA DA MATA,-20.2486552,-42.1469033,distrito/localidade,,OpenStreetMap/Nominatim: village
ZONA DA MATA,RECREIO,Recreio,LEOPOLDINA,LEO-230,,ZONA DA MATA,-21.5289,-42.4676,município,3154101,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,REDUTO,Reduto,MANHUAÇU,MCU-240,,ZONA DA MATA,-20.2401,-41.9848,município,3154150,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,RESENDE COSTA,Resende Costa,BARBACENA,BCA-210,,ZONA DA MATA,-20.9171,-44.2407,município,3154200,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,RESSAQUINHA,Ressaquinha,BARBACENA,BCA-210,,ZONA DA MATA,-21.0642,-43.7598,município,3154408,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,RIBEIRAO DE SAO DOMINGOS,"Ribeirão de São Domingos, Santa Margarida",PONTE NOVA,PNV-260,,ZONA DA MATA,-20.4665671,-42.2819915,distrito/localidade,,OpenStreetMap/Nominatim: village
ZONA DA MATA,RIO CASCA,Rio Casca,PONTE NOVA,PNV-260,,ZONA DA MATA,-20.2285,-42.6462,município,3154903,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,RIO DAS MORTES,"Santo Antônio do Rio das Mortes Pequeno, São João del-Rei",BARBACENA,BCA-210,,ZONA DA MATA,-21.1888416,-44.3281922,distrito/localidade,,OpenStreetMap/Nominatim: village
ZONA DA MATA,RIO DOCE,Rio Doce,PONTE NOVA,PNV-260,,ZONA DA MATA,-20.2412,-42.8995,município,3155009,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,RIO ESPERA,Rio Espera,CONSELHEIRO LAFAIETE,CNL-220,,ZONA DA MATA,-20.855,-43.4721,município,3155207,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,RIO NOVO,Rio Novo,JUIZ DE FORA,JFA-200,,ZONA DA MATA,-21.4649,-43.1168,município,3155405,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,RIO POMBA,Rio Pomba,BARBACENA,BCA-210,,ZONA DA MATA,-21.2712,-43.1696,município,3155801,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,RIO PRETO,Rio Preto,JUIZ DE FORA,JFA-200,,ZONA DA MATA,-22.0861,-43.8293,município,3155900,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,RITAPOLIS,Ritápolis,BARBACENA,BCA-210,,ZONA DA MATA,-21.0276,-44.3204,município,3156106,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,ROCHEDO DE MINAS,Rochedo de Minas,JUIZ DE FORA,JFA-200,,ZONA DA MATA,-21.6284,-43.0165,município,3156205,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
