origem,cidade_destino,nome_mapa,unidade_destino,rotas,lead_time,regiao,latitude,longitude,tipo_match,codigo_ibge,fonte_coordenada
ZONA DA MATA,RODEIRO,Rodeiro,LEOPOLDINA,LEO-230,,ZONA DA MATA,-21.2035,-42.8586,município,3156304,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,ROSARIO DA LIMEIRA,Rosário da Limeira,MURIAÉ,MUR-250,,ZONA DA MATA,-20.9812,-42.5112,município,3156452,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,SANTA BARBARA DO MONTE VERDE,Santa Bárbara do Monte Verde,JUIZ DE FORA,JFA-200,,ZONA DA MATA,-21.9592,-43.7027,município,3157278,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,SANTA BARBARA DO TUGURIO,Santa Bárbara do Tugúrio,BARBACENA,BCA-210,,ZONA DA MATA,-21.2431,-43.5607,município,3157302,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,SANTA CRUZ DE MINAS,Santa Cruz de Minas,BARBACENA,BCA-210,,ZONA DA MATA,-21.1241,-44.2202,município,3157336,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,SANTA CRUZ DO ESCALVADO,Santa Cruz do Escalvado,PONTE NOVA,PNV-260,,ZONA DA MATA,-20.2372,-42.8169,município,3157401,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,SANTA MARGARIDA,Santa Margarida,PONTE NOVA,PNV-260,,ZONA DA MATA,-20.3839,-42.2519,município,3157906,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,SANTA RITA DE IBITIPOCA,Santa Rita de Ibitipoca,BARBACENA,BCA-210,,ZONA DA MATA,-21.5658,-43.9163,município,3159407,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,SANTANA DE CATAGUASES,Santana de Cataguases,LEOPOLDINA,LEO-230,,ZONA DA MATA,-21.2893,-42.5524,município,3158409,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,SANTANA DO DESERTO,Santana do Deserto,JUIZ DE FORA,JFA-200,,ZONA DA MATA,-21.9512,-43.1583,município,3158607,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,SANTANA DO GARAMBEU,Santana do Garambéu,BARBACENA,BCA-210,,ZONA DA MATA,-21.5983,-44.105,município,3158706,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,SANTANA DO MANHUACU,Santana do Manhuaçu,MANHUAÇU,MCU-240,,ZONA DA MATA,-20.1031,-41.9278,município,3158904,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,SANTANA DOS MONTES,Santana dos Montes,CONSELHEIRO LAFAIETE,CNL-220,,ZONA DA MATA,-20.7868,-43.6949,município,3159100,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,SANTO AMARO DE MINAS,"Santo Amaro de Minas, Manhuaçu",MANHUAÇU,MCU-240,,ZONA DA MATA,-20.2721163,-42.186322,distrito/localidade,,OpenStreetMap/Nominatim: village
ZONA DA MATA,SANTO ANTONIO DO AVENTUREIRO,Santo Antônio do Aventureiro,LEOPOLDINA,LEO-230,,ZONA DA MATA,-21.7606,-42.8115,município,3160009,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,SANTO ANTONIO DO GRAMA,Santo Antônio do Grama,PONTE NOVA,PNV-260,,ZONA DA MATA,-20.3185,-42.6047,município,3160108,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,SANTOS DUMONT,Santos Dumont,JUIZ DE FORA,JFA-200,,ZONA DA MATA,-21.4634,-43.5499,município,3160702,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,SAO BRAS DO SUACUI,São Brás do Suaçuí,CONSELHEIRO LAFAIETE,CNL-220,,ZONA DA MATA,-20.6242,-43.9515,município,3160900,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,SAO DOMINGOS,"São Domingos, Santo Antônio do Aventureiro",LEOPOLDINA,LEO-230,,ZONA DA MATA,-21.6804402,-42.7815295,distrito/localidade,,OpenStreetMap/Nominatim: village
ZONA DA MATA,SAO FRANCISCO DO GLORIA,São Francisco do Glória,MURIAÉ,MUR-250,,ZONA DA MATA,-20.7923,-42.2673,município,3161403,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,SAO GERALDO,São Geraldo,UBÁ,VCA-270,,ZONA DA MATA,-20.9252,-42.8364,município,3161502,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,SAO JOAO DEL REI,São João del Rei,BARBACENA,BCA-210,,ZONA DA MATA,-21.1311,-44.2526,município,3162500,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,SAO JOAO DO MANHUACU,São João do Manhuaçu,MANHUAÇU,MCU-240,,ZONA DA MATA,-20.3933,-42.1533,município,3162559,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,SAO JOAO NEPOMUCENO,São João Nepomuceno,JUIZ DE FORA,JFA-200,,ZONA DA MATA,-21.5381,-43.0069,município,3162906,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,SAO JOSE DO MANTIMENTO,São José do Mantimento,MANHUAÇU,MCU-240,,ZONA DA MATA,-20.0058,-41.7486,município,3163607,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,SAO MIGUEL DO ANTA,São Miguel do Anta,VIÇOSA,VCA-270,,ZONA DA MATA,-20.7067,-42.7174,município,3163805,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,SAO PEDRO DO AVAI,"São Pedro do Avaí, Manhuaçu",MANHUAÇU,MCU-240,,ZONA DA MATA,-20.1980061,-42.1859649,distrito/localidade,,OpenStreetMap/Nominatim: village
ZONA DA MATA,SAO PEDRO DOS FERROS,São Pedro dos Ferros,PONTE NOVA,PNV-260,,ZONA DA MATA,-20.1732,-42.5251,município,3164001,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,SAO SEBASTIAO DA VARGEM ALEGRE,São Sebastião da Vargem Alegre,UBÁ,VCA-270,,ZONA DA MATA,-19.7477,-43.3679,município,3164431,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,SAO SEBASTIAO DA VITORIA,"São Sebastião da Vitória, São João del-Rei",BARBACENA,BCA-210,,ZONA DA MATA,-21.241336,-44.410053,distrito/localidade,,OpenStreetMap/Nominatim: village
ZONA DA MATA,SAO SEBASTIAO DO SACRAMENTO,"São Sebastião do Sacramento, Manhuaçu",MANHUAÇU,MCU-240,,ZONA DA MATA,-20.0996223,-42.150646,distrito/localidade,,OpenStreetMap/Nominatim: village
ZONA DA MATA,SAO TIAGO,São Tiago,BARBACENA,BCA-210,,ZONA DA MATA,-20.9075,-44.5098,município,3165008,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,SAO VICENTE DO GRAMA,"São Vicente do Grama, Jequeri",PONTE NOVA,PNV-260,,ZONA DA MATA,-20.5093353,-42.5255385,distrito/localidade,,OpenStreetMap/Nominatim: village
ZONA DA MATA,SENADOR CORTES,Senador Cortes,JUIZ DE FORA,JFA-200,,ZONA DA MATA,-21.7986,-42.9424,município,3165602,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,SENADOR FIRMINO,Senador Firmino,UBÁ,VCA-270,,ZONA DA MATA,-20.9158,-43.0904,município,3165701,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,SENHORA DAS DORES,"Senhora das Dores, Barbacena",BARBACENA,BCA-210,,ZONA DA MATA,-21.193446,-43.6433561,distrito/localidade,,OpenStreetMap/Nominatim: village
ZONA DA MATA,SENHORA DE OLIVEIRA,Senhora de Oliveira,CONSELHEIRO LAFAIETE,CNL-220,,ZONA DA MATA,-20.7972,-43.3394,município,3166006,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,SENHORA DOS REMEDIOS,Senhora dos Remédios,BARBACENA,BCA-210,,ZONA DA MATA,-21.0351,-43.5812,município,3166204,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,SERICITA,Sericita,PONTE NOVA,PNV-260,,ZONA DA MATA,-20.4748,-42.4828,município,3166303,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,SILVEIRANIA,Silveirânia,BARBACENA,BCA-210,,ZONA DA MATA,-21.1615,-43.2128,município,3167301,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,SIMAO PEREIRA,Simão Pereira,JUIZ DE FORA,JFA-200,,ZONA DA MATA,-21.964,-43.3088,município,3167509,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,SIMONESIA,Simonésia,MANHUAÇU,MCU-240,,ZONA DA MATA,-20.1341,-42.0091,município,3167608,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,TABULEIRO,Tabuleiro,BARBACENA,BCA-210,,ZONA DA MATA,-21.3632,-43.2381,município,3167905,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,TAPARUBA,Taparuba,MANHUAÇU,MCU-240,,ZONA DA MATA,-19.7621,-41.608,município,3168051,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,TEBAS,"Tebas, Leopoldina",LEOPOLDINA,LEO-230,,ZONA DA MATA,-21.5801448,-42.738802,distrito/localidade,,OpenStreetMap/Nominatim: village
ZONA DA MATA,TEIXEIRAS,Teixeiras,VIÇOSA,VCA-270,,ZONA DA MATA,-20.6561,-42.8564,município,3168507,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,TIRADENTES,Tiradentes,BARBACENA,BCA-210,,ZONA DA MATA,-21.1102,-44.1744,município,3168804,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,TOCANTINS,Tocantins,BARBACENA,BCA-210,,ZONA DA MATA,-21.1774,-43.0127,município,3169000,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,TOMBOS,Tombos,MANHUAÇU,MCU-240,,ZONA DA MATA,-20.9086,-42.0228,município,3169208,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,UBA,Ubá,UBÁ,VCA-270,,ZONA DA MATA,-21.1204,-42.9359,município,3169901,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,URUCANIA,Urucânia,PONTE NOVA,PNV-260,,ZONA DA MATA,-20.3521,-42.737,município,3170503,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,VERMELHO,"Vermelho, Muriaé",MURIAÉ,MUR-250,,ZONA DA MATA,-21.109363,-42.4487784,distrito/localidade,,OpenStreetMap/Nominatim: village
ZONA DA MATA,VERMELHO NOVO,Vermelho Novo,PONTE NOVA,PNV-260,,ZONA DA MATA,-20.0406,-42.2688,município,3171154,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,VERMELHO VELHO,"Vermelho Velho, Raul Soares",PONTE NOVA,PNV-260,,ZONA DA MATA,-19.9960724,-42.34103,distrito/localidade,,OpenStreetMap/Nominatim: village
ZONA DA MATA,VICOSA,Viçosa,VIÇOSA,VCA-270,,ZONA DA MATA,-20.7559,-42.8742,município,3171303,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,VIEIRAS,Vieiras,MURIAÉ,MUR-250,,ZONA DA MATA,-20.867,-42.2401,município,3171402,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,VILANOVA,"Vila Nova, Manhuaçu",MANHUAÇU,MCU-240,,ZONA DA MATA,-20.2333493,-42.1651404,distrito/localidade,,OpenStreetMap/Nominatim: village
ZONA DA MATA,VISCONDE DO RIO BRANCO,Visconde do Rio Branco,UBÁ,VCA-270,,ZONA DA MATA,-21.0127,-42.8361,município,3172004,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
ZONA DA MATA,VOLTA GRANDE,Volta Grande,LEOPOLDINA,LEO-230,,ZONA DA MATA,-21.7671,-42.5375,município,3172103,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
